,№,General standard #,Freq.,Radical,Encounters,Fraction of   the language,HSK 2.0,HSK 3.0,Stroke count,Character,,,,Meaning
,7490,7490,8803,艸 140.10,2,"0,000001%",,,13,蒻,ruò,ruo,fourth,rushes
,7491,7491,6796,艸 140.10,17,"0,000009%",,,13,蓣,yù,yu,fourth,yam
,7492,7492,6182,木 75.9,48,"0,000025%",,,13,椹,shèn,shen,fourth,a chopping board
,7493,7493,—,木 75.9,,,,,13,楪,yè,ye,fourth,small dish; window
,7494,7494,—,木 75.9,,,,,13,榃,tán,tan,second,raised path between fields
,7495,7495,—,木 75.9,,,,,13,榅,wēn,wen,first,"pillar, cryptomeria"
,7496,7496,—,木 75.9,,,,,13,楒,sī,si,first,
,7497,7497,3223,木 75.9,1436,"0,000742%",,,13,楞,léng,leng,second,used for Ceylon in Buddhist texts
,7498,7498,—,木 75.9,,,,,13,楩,pián,pian,second,tree
,7499,7499,5532,木 75.9,110,"0,000057%",,,13,榇,chèn,chen,fourth,coffin; tung tree
,7500,7500,—,木 75.9,,,,,13,椸,yí,yi,second,rack
,7501,7501,—,木 75.9,,,,,13,楙,mào,mao,fourth,name of plant; lush
,7502,7502,—,欠 76.9,,,,,13,歅,yīn,yin,first,
,7503,7503,—,酉 164.6,,,,,13,𬪩,nóng,nong,second,thick alcohol; not dilute; thick; concentrated
,7504,7504,8027,石 112.8,3,"0,000002%",,,13,碃,qìng,qing,fourth,(stone)
,7505,7505,—,石 112.8,,,,,13,碏,què,que,fourth,coloured
,7506,7506,—,石 112.8,,,,,13,𬒔,gěng,geng,third,"(for something hard or bulging, such as a rock) to press against the body and cause discomfort"
,7507,7507,—,石 112.8,,,,,13,碈,mín,min,second,variant of 珉
,7508,7508,—,石 112.8,,,,,13,䃅,dī,di,first,(simplified form磾) dyestuff (black colored mineral)
,7509,7509,—,石 112.8,,,,,13,硿,kōng,kong,first,
,7510,7510,7769,邑 163.11,4,"0,000002%",,,13,鄠,hù,hu,fourth,county in Shanxi province
,7511,7511,7766,車 159.9,4,"0,000002%",,,13,辒,wēn,wen,first,hearse
,7512,7512,—,車 159.9,,,,,13,𬨎,yóu,you,second,"light carriage; trifling, light"
,7513,7513,—,車 159.9,,,,,13,𫐓,bù,bu,fourth,"outer rim of a wheel, felly"
,7514,7514,5134,齒 211.5,161,"0,000083%",,,13,龆,tiáo,tiao,second,lose baby teeth and get adult teeth
,7515,7515,7627,角 148.6,5,"0,000003%",,,13,觜,zī,zi,first,beak
,7516,7516,—,邑 163.11,,,,,13,䣘,táng,tang,second,"(ancient form of堂) a hall, an office; a reception room, a court of justice"
,7517,7517,—,日 72.9,,,,,13,暕,jiǎn,jian,third,bright (light)
,7518,7518,8004,鳥 196.8,3,"0,000002%",,,13,鹍,kūn,kun,first,a bird resembling the crane
,7519,7519,—,口 30.10,,,,,13,𫫇,ě,e,third,used in 恶心 
,7520,7520,—,日 72.9,,,,,13,㬊,huàn,huan,fourth,"light; bright, clear, intelligent; clever"
,7521,7521,—,日 72.9,,,,,13,暅,gèng,geng,fourth,
,7522,7522,8487,足 157.6,2,"0,000001%",,,13,跱,zhì,zhi,fourth,stop
,7523,7523,8538,虫 142.7,2,"0,000001%",,,13,蜐,jié,jie,second,used in 石蜐
,7524,7524,8414,虫 142.7,2,"0,000001%",,,13,蜎,yuān,yuan,first,mosquito larva
,7525,7525,—,山 46.10,,,,,13,嵲,niè,nie,fourth,
,7526,7526,7567,貝 154.9,5,"0,000003%",,,13,赗,fèng,feng,fourth,gift
,7527,7527,5665,骨 188.4,96,"0,000050%",,,13,骱,jiè,jie,fourth,joint of bones
,7528,7528,6146,金 167.8,51,"0,000026%",,,13,锖,qiāng,qiang,first,the color of the a mineral
,7529,7529,—,金 167.8,,,,,13,𫓹,jī,ji,first,hoe
,7530,7530,6147,金 167.8,51,"0,000026%",,,13,锘,nuò,nuo,fourth,nobelium (No)
,7531,7531,7957,金 167.8,3,"0,000002%",,,13,锳,yīng,ying,first,(onom.) ring; tinkle
,7532,7532,9314,金 167.15,1,"0,000001%",,,13,锧,zhì,zhi,fourth,"tungsten, wolfram"
,7533,7533,6097,金 167.8,55,"0,000028%",,,13,锪,huō,huo,first,a kind of tool
,7534,7534,—,金 167.8,,,,,13,𬭚,chún,chun,second,bell used in ancient China
,7535,7535,6266,金 167.8,42,"0,000022%",,,13,锫,péi,pei,second,berkelium
,7536,7536,6189,金 167.8,47,"0,000024%",,,13,锬,tán,tan,second,long spear
,7537,7537,—,金 167.8,,,,,13,𬭛,bō,bo,first,(chemistry) bohrium (Bh)
,7538,7538,9224,禾 115.8,1,"0,000001%",,,13,稑,lù,lu,fourth,rice
,7539,7539,9421,禾 115.8,1,"0,000001%",,,13,稙,zhī,zhi,first,grain ready for grinding
,7540,7540,—,禾 115.8,,,,,13,䅟,cǎn,can,third,"(simplified form of 穇) varieties of millet; panicled millet, ear of grain producing no fruit, short grains"
,7541,7541,—,竹 118.7,,,,,13,𬕂,lǒng,long,third,the name of bamboo hat
,7542,7542,8375,竹 118.7,2,"0,000001%",,,13,筻,gàng,gang,fourth,place name in Hunan province
,7543,7543,7752,竹 118.7,4,"0,000002%",,,13,筼,yún,yun,second,tall bamboo
,7544,7544,8857,竹 118.7,1,"0,000001%",,,13,筶,gào,gao,fourth,
,7545,7545,7428,竹 118.7,6,"0,000003%",,,13,筦,guǎn,guan,third,a key; to be in charge; a pipe
,7546,7546,—,竹 118.7,,,,,13,筤,láng,lang,second,young bamboo
,7547,7547,6311,人 9.11,39,"0,000020%",,,13,傺,chì,chi,fourth,to hinder; to detain
,7548,7548,6419,鳥 196.8,33,"0,000017%",,,13,鹎,bēi,bei,first,bird
,7549,7549,—,人 9.11,,,,,13,僇,lù,lu,fourth,humiliate; treat with contempt
,7550,7550,—,舟 137.7,,,,,13,艅,yú,yu,second,a despatch boat
,7551,7551,5556,舟 137.7,108,"0,000056%",,,13,艉,wěi,wei,third,aft
,7552,7552,9878,谷 150.6,1,"0,000001%",,,13,谼,hóng,hong,second,
,7553,7553,—,豸 153.6,,,,,13,貆,huán,huan,second,small badger; porcupine
,7554,7554,7694,肉 130.9,5,"0,000003%",,,13,腽,wà,wa,fourth,fat
,7555,7555,8884,肉 130.9,1,"0,000001%",,,13,腨,shuàn,shuan,fourth,
,7556,7556,—,肉 130.9,,,,,13,腯,tú,tu,second,strong
,7557,7557,6882,魚 195.5,15,"0,000008%",,,13,鲉,yóu,you,second,
,7558,7558,7344,魚 195.5,7,"0,000004%",,,13,鲊,zhǎ,zha,third,minced and salted fish; to preserve
,7559,7559,6234,魚 195.5,44,"0,000023%",,,13,鲌,bà,ba,fourth,
,7560,7560,8750,魚 195.5,2,"0,000001%",,,16,䲟,yìn,yin,fourth,"(simplified form of鮣) a kind of fish, live in the ocean, dark brown color with two white vertical marks; flat shaped head"
,7561,7561,—,魚 195.5,,,,,13,𬶋,jū,ju,first,gudgeon (fish)
,7562,7562,—,魚 195.5,,,,,13,𬶍,tuó,tuo,second,snakefish
,7563,7563,6623,魚 195.5,24,"0,000012%",,,13,鲏,pí,pi,second,small carp
,7564,7564,8368,隹 172.5,2,"0,000001%",,,13,雊,gòu,gou,fourth,the crow of a male pheasant
,7565,7565,—,犬 94.10,,,,,13,猺,yáo,yao,second,jackal; name of a tribe
,7566,7566,7790,風 182.9,4,"0,000002%",,,13,飔,sī,si,first,cool breeze of autumn
,7567,7567,—,角 148.6,,,,,13,觟,huà,hua,fourth,
,7568,7568,—,肉 130.9,,,,,13,𦝼,lǘ,lü,second,
,7569,7569,—,食 184.10,,,,,13,馌,yè,ye,fourth,carry meal to workers in field
,7570,7570,8805,衣 145.7,2,"0,000001%",,,13,裛,yì,yi,fourth,to wrap and bind; damp; a book bag
,7571,7571,7336,广 53.11,7,"0,000004%",,,13,廒,áo,ao,second,a granary
,7572,7572,4157,疒 104.8,482,"0,000249%",,,13,瘀,yū,yu,first,"a hematoma, contusion; extravasted blood"
,7573,7573,7446,疒 104.8,6,"0,000003%",,,13,瘅,dān,dan,first,to hate bitterly; drought; dry
,7574,7574,7768,邑 163.11,4,"0,000002%",,,13,鄘,yōng,yong,first,state in Henan province
,7575,7575,8915,鳥 196.8,1,"0,000001%",,,13,鹒,gēng,geng,first,oriole
,7576,7576,7602,邑 163.11,5,"0,000003%",,,13,鄜,fū,fu,first,county in Shanxi province
,7577,7577,7783,鹿 198.2,4,"0,000002%",,,13,麀,yōu,you,first,"female deer; roe, doe"
,7578,7578,5176,邑 163.11,154,"0,000080%",,,13,鄣,zhāng,zhang,first,"name of an ancient city in N. Jiangsu, near Shandong"
,7579,7579,7178,門 169.10,9,"0,000005%",,,13,阘,dá,da,second,upper-story door or window
,7580,7580,—,門 169.10,,,,,13,𫔶,niè,nie,fourth,short vertical wooden divider of a doorway; gate on the outer city wall
,7581,7581,—,火 86.9,,,,,13,煁,chén,chen,second,"hearth; (Cant.) soft, tender"
,7582,7582,—,火 86.9,,,,,13,煃,kuǐ,kui,third,"remove, get rid of; scatter"
,7583,7583,—,火 86.9,,,,,13,煴,yūn,yun,first,"sultriness, stuffiness"
,7584,7584,—,火 86.9,,,,,13,煋,xīng,xing,first,
,7585,7585,—,火 86.9,,,,,13,煟,wèi,wei,fourth,bright room
,7586,7586,—,火 86.9,,,,,13,煓,tuān,tuan,first,
,7587,7587,7100,水 85.10,10,"0,000005%",,,13,滠,shè,she,fourth,river in Hubei province
,7588,7588,—,水 85.10,,,,,13,溍,jìn,jin,fourth,water
,7589,7589,—,水 85.10,,,,,13,溹,suò,suo,fourth,
,7590,7590,—,水 85.10,,,,,13,滆,gé,ge,second,
,7591,7591,—,水 85.10,,,,,13,滉,huàng,huang,fourth,deep
,7592,7592,—,水 85.10,,,,,13,溦,wēi,wei,first,drizzle; (variant) valley; (variant) mold
,7593,7593,—,水 85.10,,,,,13,溵,yīn,yin,first,"used in place-names, e.g. 溵水 was once the name of the Shahe River 沙河, Henan, and 溵州 was a Tang Dynasty prefecture"
,7594,7594,—,水 85.11,,,,,13,漷,huǒ,huo,third,river in Hebei province
,7595,7595,—,水 85.10,,,,,13,滧,xiao,xiao,neutral,
,7596,7596,—,水 85.10,,,,,13,滘,jiào,jiao,fourth,a branching river (used in place names)
,7597,7597,—,水 85.10,,,,,13,滍,zhì,zhi,fourth,
,7598,7598,—,心 61.10,,,,,13,愭,qí,qi,second,
,7599,7599,—,心 61.11,,,,,13,慥,zào,zao,fourth,"sincere, earnest"
,7600,7600,—,心 61.10,,,,,13,慆,tāo,tao,first,"excessive, dissolute; delighted"
,7601,7601,—,土 32.10,,,,,13,塱,lǎng,lang,third,place name in Guangdong province
,7602,7602,—,衣 145.8,,,,,13,𫌀,jī,ji,first,"a pleat, fold, tuck, crease"
,7603,7603,5743,衣 145.8,86,"0,000044%",,,13,裼,tì,ti,fourth,baby's quilt; to bare the upper body
,7604,7604,7245,示 113.9,8,"0,000004%",,,13,禋,yīn,yin,first,offer sacrifice; sacrifice
,7605,7605,9028,示 113.9,1,"0,000001%",,,13,禔,zhī,zhi,first,happiness; peace; good fortune
,7606,7606,7366,示 113.9,7,"0,000004%",,,13,禘,dì,di,fourth,imperial ancestor worship
,7607,7607,—,示 113.9,,,,,13,禒,xiǎn,xian,third,
,7608,7608,6760,言 149.11,18,"0,000009%",,,13,谫,jiǎn,jian,third,shallow; stupid
,7609,7609,—,鳥 196.12,,,,,13,鹔,sù,su,fourth,turquoise kingfisher
,7610,7610,—,頁 181.7,,,,,13,𫖳,jūn,jun,first,
,7611,7611,5465,心 61.9,118,"0,000061%",,,13,愍,mǐn,min,third,"pity, sympathize with"
,7612,7612,—,女 38.10,,,,,13,嫄,yuán,yuan,second,name of an empress
,7613,7613,—,女 38.10,,,,,13,媱,yáo,yao,second,
,7614,7614,7747,戈 62.9,4,"0,000002%",,,13,戤,gài,gai,fourth,to infringe a trade-mark to pledge an article
,7615,7615,—,力 19.11,,,,,13,勠,lù,lu,fourth,"join forces, unite"
,7616,7616,—,戈 62.9,,,,,13,戣,kuí,kui,second,lance
,7617,7617,—,馬 187.10,,,,,13,𫘪,yuán,yuan,second,bay
,7618,7618,—,馬 187.10,,,,,13,𫘬,xí,xi,second,(literary) a kind of horse whose front hooves are white
,7619,7619,6560,糸 120.10,26,"0,000013%",,,13,缞,cuī,cui,first,sackcloth worn on breast during
,7620,7620,—,耒 127.8,,,,,14,耤,jí,ji,second,plough
,7621,7621,—,玉 96.10,,,,,14,瑧,zhēn,zhen,first,
,7622,7622,—,玉 96.11,,,,,14,𫞩,mén,men,second,reddish
,7623,7623,—,玉 96.10,,,,,14,瑨,jìn,jin,fourth,jade look alike stone
,7624,7624,—,玉 96.10,,,,,14,瑱,zhèn,zhen,fourth,a gem used as ear plug; a jade earring
,7625,7625,5936,玉 96.10,68,"0,000035%",,,14,瑷,ài,ai,fourth,fine quality jade
,7626,7626,—,玉 96.10,,,,,14,瑢,róng,rong,second,gem ornaments for belts
,7627,7627,—,斗 68.10,,,,,14,斠,jiào,jiao,fourth,measure
,7628,7628,—,手 64.11,,,,,14,摏,chōng,chong,first,pound; strike against; ram; (Cant.) to hit with the elbow
,7629,7629,—,土 32.11,,,,,14,墕,yàn,yan,fourth,
,7630,7630,—,土 32.11,,,,,14,墈,kàn,kan,fourth,cliff
,7631,7631,—,土 32.11,,,,,14,墐,jìn,jin,fourth,"to build with soil, plaster over with mud"
,7632,7632,—,土 32.11,,,,,14,墘,qián,qian,second,(Cant.) halfway
,7633,7633,—,手 64.11,,,,,14,摴,chū,chu,first,"to stretch out, to unroll; comfortable, easy (used for舒);摴蒲is the name of a traditional play"
,7634,7634,5842,金 167.6,75,"0,000039%",,,14,銎,qióng,qiong,second,eyehole to hang an axe by
,7635,7635,—,土 32.11,,,,,14,𡐓,kāng,kang,first,
,7636,7636,8300,土 32.11,2,"0,000001%",,,14,墚,liáng,liang,second,mountain range
,7637,7637,—,手 64.12,,,,,14,撖,hàn,han,fourth,
,7638,7638,—,土 32.11,,,,,14,𪤗,liào,liao,fourth,placename in Shanxi
,7639,7639,—,革 177.5,,,,,14,靽,bàn,ban,fourth,
,7640,7640,—,革 177.5,,,,,14,鞁,bèi,bei,fourth,
,7641,7641,6809,艸 140.11,16,"0,000008%",,,14,蔌,sù,su,fourth,vegetables
,7642,7642,—,艸 140.11,,,,,14,蔈,biāo,biao,first,
,7643,7643,7599,艸 140.11,5,"0,000003%",,,14,蓰,xǐ,xi,third,to increase five-fold
,7644,7644,—,艸 140.11,,,,,14,蔹,liǎn,lian,third,"wild vine, vitis pentaphylla"
,7645,7645,8790,艸 140.11,2,"0,000001%",,,14,蔊,hǎn,han,third,Nasturtium montanum
,7646,7646,5670,口 30.11,95,"0,000049%",,,14,嘏,gǔ,gu,third,"felicity, prosperity; large and strong"
,7647,7647,—,木 75.10,,,,,14,榰,zhī,zhi,first,base of pillar; prop
,7648,7648,—,木 75.10,,,,,14,榑,fú,fu,second,
,7649,7649,—,木 75.13,,,,,14,槚,jiǎ,jia,third,small evergreen shrub
,7650,7650,—,木 75.10,,,,,14,𣗋,dǎng,dang,third,
,7651,7651,—,木 75.10,,,,,14,槜,zuì,zui,fourth,used in 槜李
,7652,7652,6136,木 75.10,52,"0,000027%",,,14,榍,xiè,xie,fourth,
,7653,7653,—,疋 103.9,,,,,14,疐,zhì,zhi,fourth,"fall, stumble, falter; hindered"
,7654,7654,—,鳥 196.9,,,,,14,𬸘,yǎn,yan,third,"Alternative name for 凤凰 (fènghuáng, “Chinese phoenix”)"
,7655,7655,6860,酉 164.7,15,"0,000008%",,,14,酺,pú,pu,second,drink with others; drink heavily
,7656,7656,7780,酉 164.7,4,"0,000002%",,,14,酾,shāi,shai,first,strain
,7657,7657,6850,酉 164.7,15,"0,000008%",,,14,酲,chéng,cheng,second,hangover; uncomfortable
,7658,7658,7422,酉 164.7,6,"0,000003%",,,14,酴,tú,tu,second,"leaven, yeast; wine"
,7659,7659,6293,石 112.9,40,"0,000021%",,,14,碶,qì,qi,fourth,"a flood-gate, a water-gate"
,7660,7660,—,石 112.9,,,,,14,䃎,zhà,zha,fourth,name of a place (usually to be used in naming a place) (interchangeable砟) small piece of coal
,7661,7661,—,石 112.9,,,,,14,𬒗,lán,lan,second,"a town in Zhejiang, China"
,7662,7662,—,石 112.9,,,,,14,碨,wèi,wei,fourth,
,7663,7663,—,石 112.10,,,,,14,𥔲,è,e,fourth,
,7664,7664,—,石 112.9,,,,,14,碹,xuàn,xuan,fourth,
,7665,7665,6363,石 112.9,36,"0,000019%",,,14,碥,biǎn,bian,third,
,7666,7666,6368,刀 18.12,35,"0,000018%",,,14,劂,jué,jue,second,chisel for engraving; engrave
,7667,7667,—,魚 195.5,,,,,14,𫚖,cǐ,ci,third,a kind of fish
,7668,7668,7526,鳥 196.9,6,"0,000003%",,,20,䴗,jú,ju,second,a shrike
,7669,7669,4577,夕 36.11,295,"0,000152%",,,14,夥,huǒ,huo,third,companion; partner; assistant
,7670,7670,6705,目 109.10,20,"0,000010%",,,14,瞍,sǒu,sou,third,blind; no pupil in the eye
,7671,7671,8523,鳥 196.9,2,"0,000001%",,,14,鹖,hé,he,second,"crossbill, species of nightingale"
,7672,7672,—,日 72.10,,,,,14,㬎,xiǎn,xian,third,"(an ancient form of 顯) motes in a sunbeam, bright, fibrous, to manifest; to display, to be illustrious, evident, to seem; to appear, cocoons; chrysalis, will not have a pleasant conversation"
,7673,7673,6249,足 157.7,43,"0,000022%",,,14,跽,jì,ji,fourth,"to kneel for a long time, to go down on hands and knees"
,7674,7674,6691,虫 142.8,21,"0,000011%",,,14,蜾,guǒ,guo,third,the solitary wasp
,7675,7675,—,巾 50.11,,,,,14,幖,biāo,biao,first,
,7676,7676,—,山 46.11,,,,,14,嶍,xí,xi,second,
,7677,7677,—,囗 31.11,,,,,14,圙,lüè,lüe,fourth,used in 圐圙
,7678,7678,—,金 167.9,,,,,14,𨱏,dā,da,first,technetium
,7679,7679,4201,金 167.9,461,"0,000238%",,,14,锺,zhōng,zhong,first,"cup, glass, goblet; surname"
,7680,7680,5940,金 167.9,68,"0,000035%",,,14,锼,sōu,sou,first,carve
,7681,7681,7316,金 167.9,7,"0,000004%",,,14,锽,huáng,huang,second,weapon
,7682,7682,—,金 167.9,,,,,14,𬭤,hóu,hou,second,arrow
,7683,7683,6247,金 167.9,43,"0,000022%",,,14,锾,huán,huan,second,"measure; money, coins"
,7684,7684,5941,金 167.9,68,"0,000035%",,,14,锿,āi,ai,first,einsteinium (Es)
,7685,7685,8705,金 167.9,2,"0,000001%",,,14,镃,zī,zi,first,hoe; mattock
,7686,7686,6098,金 167.9,55,"0,000028%",,,14,镄,fèi,fei,fourth,fermium
,7687,7687,6016,金 167.9,62,"0,000032%",,,14,镅,méi,mei,second,americium
,7688,7688,—,香 186.5,,,,,14,馝,bì,bi,fourth,fragrance
,7689,7689,9206,鳥 196.9,1,"0,000001%",,,14,鹙,qiū,qiu,first,large waterfowl with naked head; Garrulus glandarius
,7690,7690,6343,竹 118.8,37,"0,000019%",,,14,箨,tuò,tuo,fourth,"bamboo sheath, bamboo shoots"
,7691,7691,7172,竹 118.8,9,"0,000005%",,,14,箖,lín,lin,second,
,7692,7692,—,竹 118.8,,,,,14,劄,zhā,zha,first,brief note; official communique
,7693,7693,6121,人 9.12,53,"0,000027%",,,14,僬,jiāo,jiao,first,clever; alert in mind pigmies
,7694,7694,5438,人 9.12,121,"0,000063%",,,14,僦,jiù,jiu,fourth,to heir; to rent
,7695,7695,—,人 9.12,,,,,14,僔,zǔn,zun,third,"to congregate, to crowd"
,7696,7696,—,人 9.12,,,,,14,僎,zhuàn,zhuan,fourth,collect
,7697,7697,—,木 75.10,,,,,14,槃,pán,pan,second,"tray; turn, rotate; search"
,7698,7698,—,土 32.11,,,,,14,㙦,xié,xie,second,
,7699,7699,7583,魚 195.6,5,"0,000003%",,,14,鲒,jié,jie,second,clam; oyster
,7700,7700,6799,魚 195.6,17,"0,000009%",,,14,鲕,ér,er,second,roe
,7701,7701,—,魚 195.6,,,,,14,𫚕,shī,shi,first,a yellowtail (fish)
,7702,7702,9932,魚 195.6,1,"0,000001%",,,14,鲖,tóng,tong,second,snakefish
,7703,7703,7910,魚 195.6,4,"0,000002%",,,14,鲗,zéi,zei,second,cuttlefish
,7704,7704,—,魚 195.6,,,,,14,鲘,hòu,hou,fourth,鳠
,7705,7705,7151,魚 195.6,9,"0,000005%",,,14,鲙,kuài,kuai,fourth,minced fish; hash
,7706,7706,—,魚 195.6,,,,,14,𬶐,zhào,zhao,fourth,"Sisoridae, Asiatic catfishes"
,7707,7707,—,魚 195.6,,,,,14,𬶏,wéi,wei,second,a kind of shad with a head like a sturgeon
,7708,7708,—,魚 195.6,,,,,14,𩽾,ān,an,first,
,7709,7709,—,夊 35.11,,,,,14,夐,xiòng,xiong,fourth,"long, faraway; pre-eminent"
,7710,7710,6004,犬 94.11,63,"0,000033%",,,14,獍,jìng,jing,fourth,a mythical animal that eats its mother when it is born; Manchurian tiger
,7711,7711,7164,風 182.10,9,"0,000005%",,,14,飗,liú,liu,second,soughing of wind; noise
,7712,7712,—,鳥 196.9,,,,,14,𬸚,yuè ,yue ,fourth,Short for 𬸚𬸦
,7713,7713,—,冫 15.12,,,,,14,凘,sī,si,first,
,7714,7714,6762,广 53.11,18,"0,000009%",,,14,廑,jǐn,jin,third,a hut; careful
,7715,7715,—,广 53.12,,,,,14,廙,yì,yi,fourth,"yurt; (literary) respectful, prudent"
,7716,7716,6611,疒 104.9,24,"0,000012%",,,14,瘗,yì,yi,fourth,"bury, inter"
,7717,7717,6820,疒 104.10,16,"0,000008%",,,14,瘥,chài,chai,fourth,to recover from any disease; an epidemic
,7718,7718,7041,疒 104.9,11,"0,000006%",,,14,瘕,jiǎ,jia,third,asthma; disese of the bowels
,7719,7719,7304,魚 195.6,7,"0,000004%",,,14,鲝,zhǎ,zha,third,variant of 苲
,7720,7720,8178,邑 163.12,3,"0,000002%",,,14,鄫,zēng,zeng,first,"Zhou vassal state, surname"
,7721,7721,—,火 86.10,,,,,14,熇,hè,he,fourth,bake
,7722,7722,—,水 85.11,,,,,14,漹,yān,yan,first,
,7723,7723,—,水 85.11,,,,,14,漖,jiào,jiao,fourth,(Cant.) a branching river (used in toponyms)
,7724,7724,5088,水 85.11,169,"0,000087%",,,14,潆,yíng,ying,second,tiny stream; swirl around
,7725,7725,8388,水 85.11,2,"0,000001%",,,14,漤,lǎn,lan,third,marinate in salt
,7726,7726,—,水 85.12,,,,,14,潩,yì,yi,fourth,
,7727,7727,—,水 85.11,,,,,14,漼,cuǐ,cui,third,having the appearance of depth
,7728,7728,—,水 85.11,,,,,14,漴,zhuàng,zhuang,fourth,
,7729,7729,—,甘 99.9,,,,,14,㽏,gàn,gan,fourth,
,7730,7730,—,水 85.11,,,,,14,漈,jì,ji,fourth,shore; waterside
,7731,7731,—,水 85.12,,,,,14,漋,lóng,long,second,
,7732,7732,—,水 85.11,,,,,14,漻,liáo,liao,second,
,7733,7733,—,心 61.11,,,,,14,慬,qín,qin,second,brave; cautious; sad
,7734,7734,6076,穴 116.9,57,"0,000029%",,,14,窬,yú,yu,second,a small door or window; a hole in the wall to cut through a wall
,7735,7735,5870,穴 116.9,73,"0,000038%",,,14,窭,jù,ju,fourth,"poor, impoverished"
,7736,7736,—,木 75.11,,,,,14,㮾,lǎng,lang,third,
,7737,7737,—,言 149.12,,,,,14,𬤝,huì,hui,fourth,
,7738,7738,—,衣 145.9,,,,,14,褕,yú,yu,second,shirt
,7739,7739,6845,示 113.10,15,"0,000008%",,,14,禛,zhēn,zhen,first,to receive blessings in a sincere spirit
,7740,7740,—,示 113.10,,,,,14,禚,zhuó,zhuo,second,place name
,7741,7741,8936,阜 170.13,1,"0,000001%",,,14,隩,ào,ao,fourth,"profound, subtle; warm"
,7742,7742,—,女 38.11,,,,,14,嫕,yì,yi,fourth,"compliant, yielding; easy-going"
,7743,7743,—,女 38.11,,,,,14,嫭,hù,hu,fourth,beautiful; a beauty
,7744,7744,6290,女 38.11,40,"0,000021%",,,14,嫜,zhāng,zhang,first,husband's father
,7745,7745,—,女 38.11,,,,,14,嫪,lào,lao,fourth,hanker
,7746,7746,—,糸 120.11,,,,,14,𬙂,yǎn,yan,third,long
,7747,7747,—,玉 96.11,,,,,15,㻬,tū,tu,first,a kind of jade
,7748,7748,7541,麥 199.8,5,"0,000003%",,,15,麹,qū,qu,first,"yeast, leaven; surname"
,7749,7749,—,玉 96.11,,,,,15,璆,qiú,qiu,second,beautiful jade; tinkle
,7750,7750,—,水 85.11,,,,,15,漦,chí,chi,second,saliva; spittle; flowing downstream
,7751,7751,—,厶 28.13,,,,,15,叇,dài,dai,fourth,used in 叆叇
,7752,7752,—,土 32.12,,,,,15,墣,pú,pu,second,
,7753,7753,—,土 32.12,,,,,15,墦,fán,fan,second,tomb
,7754,7754,—,土 32.12,,,,,15,墡,shàn,shan,fourth,chalk
,7755,7755,7332,刀 18.14,7,"0,000004%",,,15,劐,huō,huo,first,destroy
,7756,7756,—,艸 140.13,,,,,15,薁,yù,yu,fourth,vine
,7757,7757,6354,艸 140.12,36,"0,000019%",,,15,蕰,wēn,wen,first,hippuris or mare's tail
,7758,7758,—,艸 140.11,,,,,15,蔃,qiáng,qiang,second,(Cant.) roots of plants
